loss,acc,val_loss,val_acc
1.7142449143856449,58.054947,1.3370540542616471,66.54949
1.3618988054279169,65.100746,1.2862190940329592,69.245346
1.3400180077587613,65.761345,1.2315344018079313,69.98494
1.3209036106434822,66.346634,1.4268092326302872,62.82186
1.3977031221612608,63.381367,1.7062435887694098,66.54949
1.3042578578060584,66.79217,1.3161671868286662,68.91892
1.239147447068659,69.17157,1.4250245609363559,67.14071
1.2871686421244977,67.2377,1.3494481684257724,71.671844
1.2436126398535357,69.13449,1.978672282899532,68.90751
1.2002804203597504,70.81793,1.2265546216069563,71.799675
1.2200026241977444,70.04723,1.1955355663121923,73.25603
1.1866495082873678,71.44088,1.1156333162020036,74.954346
1.221941779535937,69.9611,1.0843315672230076,75.97928
1.1489647648420678,73.02049,1.086897436853218,76.218956
1.1230670505411742,74.03592,1.0265227005027175,78.362404
1.098477083766665,75.17856,1.0037526248840627,79.67038
1.0851878644058677,75.72962,0.999644041409712,80.16116
1.0710630174665043,76.35485,0.982234342460479,80.36889
1.0592209676422748,76.95099,0.9740398969852289,80.670204
1.0483100325054129,77.434166,0.9714736000214989,80.706726
1.0419349884978173,77.769035,0.9708238526188256,81.202065
1.035206483430173,77.98923,0.9512772277552686,81.91198
1.0294732250798222,78.21057,0.9540461554764134,81.81611
1.026268354120286,78.365166,0.9464407399068182,82.030685
1.0201346342060504,78.634995,0.9303115222295589,83.08072
1.0152781347738387,78.90996,0.9355796807172788,82.7132
1.014471834377896,78.84892,0.9411097884700628,82.57168
1.0116192291539357,79.17294,0.931233806841734,83.003105
1.0072370520383174,79.331535,0.9232483042949652,83.315834
1.0018963619778303,79.56885,0.9365206273303928,83.15833
1.0008435323970428,79.53233,0.9259637660837418,83.18572
0.9970515397570785,79.74512,0.9206773177649176,83.40258
0.9951182459231144,79.86035,0.9209667199976345,83.73814
0.9929733283113241,79.91569,0.9259765651036215,83.16746
0.9897724742347979,80.052025,0.9118176630328745,83.92988
0.9868276744983021,80.22773,0.9162974716364859,83.44138
0.9869983263501463,80.32471,0.9252320565473781,82.879845
0.9854052487343234,80.28592,0.9055783262733477,83.91618
0.9834982619946262,80.32984,0.9204677720850101,83.416275
0.980064911731798,80.56088,0.9086283687869504,84.18098
0.9812975292464337,80.513535,0.9090394526175811,83.77694
0.9803414433574363,80.438805,0.9081721639789918,84.12391
0.9804348073309467,80.52266,0.9015243981683925,84.265434
0.9800703231001823,80.482155,0.9052373313224603,84.16271
0.9766652760887807,80.787926,0.8990712609057708,84.50055
0.9723245150941094,80.97504,0.894819808363305,84.7311
0.9744246689865911,80.833565,0.8936890731596268,84.53251
0.972838357150794,80.93168,0.8916641000503167,84.93883
0.9715345810477253,80.96078,0.8916924982892935,84.75165
0.9699433076964891,81.03265,0.8903731431205225,84.870346
0.9694380024220222,81.01897,0.8918627952902399,84.60099
0.9710024284506941,81.02353,0.9080126545479735,83.980095
0.9696146643871197,81.143326,0.9069083388745132,84.306526
0.9664735105425913,81.263695,0.8984783089796586,84.833824
0.9640576836726839,81.33158,0.891008279591777,84.97992
0.9623468039722589,81.454796,0.8919729266487133,84.85209
0.9606503618268385,81.46735,0.9001596206901193,84.34989
0.9608251533072201,81.38748,0.9021871489621671,84.272285
0.958731134014436,81.52782,0.8905249325962638,85.17622
0.9619118265097661,81.46393,0.9023582605308995,84.38185
0.9002273694447854,84.334496,0.8272145894254708,88.15742
0.8836678842224749,85.016205,0.8223273074478891,88.28525
0.8760503180142779,85.43093,0.8147253033625461,88.73722
0.8707559567792175,85.72814,0.8102310588971118,88.96092
0.8701958972287466,85.81257,0.8068669636463753,89.11843
0.8661811788311053,85.905556,0.8092359233459824,88.910706
0.8634574911528236,86.092094,0.8037082992216547,89.27137
0.8600279677627991,86.291756,0.7995562630469474,89.53159
0.859473671028326,86.20847,0.8032997541831652,89.32387
0.8567268269673104,86.40528,0.7958771635617019,89.74389
0.8564670477286879,86.45719,0.7976451749084116,89.570404
0.8520065206556957,86.71732,0.7935084160703042,89.8466
0.8529792750847953,86.64659,0.7986097608803832,89.508766
0.8507979058488175,86.8394,0.7922933089463183,89.89683
0.8511424981664245,86.70021,0.7965946111302902,89.77128
0.8477141961928657,86.83997,0.7889873696731946,90.047485
0.8488416736493279,86.888466,0.7930438299959293,89.80324
0.8474055368149964,86.90387,0.7927860050762195,89.71877
0.8472450215283778,86.900444,0.7919986967713054,89.949326
0.8455220523891156,87.0847,0.7871261389260749,90.16162
0.8437420895997083,87.12863,0.7893917786108481,90.1114
0.8436420439868654,87.16628,0.7876773012912213,90.10455
0.8431922773585436,87.16514,0.7854222830322383,90.25521
0.8414980828892623,87.30205,0.7892921866945667,89.947044
0.8413953482778284,87.24101,0.7831044691683516,90.328255
0.8400899998220748,87.311745,0.7845221089132517,90.28945
0.8385322627010638,87.369934,0.7832030926941954,90.43098
0.8394574658872438,87.26326,0.7851907897378686,90.25749
0.8384196240891502,87.38762,0.7837403467574026,90.453804
0.8371644454548158,87.49145,0.7832433641435805,90.33282
0.8322018924617732,87.71164,0.7757133167098264,90.709465
0.8258064107744308,88.02996,0.7746396432661331,90.90578
0.8267450858289719,87.95352,0.7730601569698883,90.91034
0.8234959071398043,88.14462,0.7737603242855337,90.86697
0.8252262269201485,88.03738,0.7747704305728915,90.768814
0.8251061521554872,88.01285,0.7767849304190163,90.73457
0.8244505172208436,88.12409,0.7736708993803767,90.930885
0.8246760068583027,88.05849,0.7721964122606421,90.90578
0.8235854505186927,88.180565,0.7709670741685208,90.992516
0.8243094157698208,88.09271,0.7703078339533531,90.930885

Best val_acc: 90.9925 from epoch-99
