loss,acc,val_loss,val_acc
4.41843701746999,36.654972,2.0801342847395916,37.882652
1.8231598534146134,49.776783,1.6294705916424186,55.293365
1.6174699956057024,56.393494,1.5696125273801842,59.119896
1.5815924545940088,57.73278,1.5545998057540582,58.482143
1.5624716701556225,58.76913,1.549758504848091,57.27041
1.5439524206579949,59.805485,1.5181356619815438,60.841835
1.5434335676991209,59.805485,1.5208370661248967,59.885204
1.5291771231865396,60.17219,1.5145720292110831,61.73469
1.5008148605726204,60.98533,1.4916999048116255,60.65051
1.5111196083681924,60.33163,1.648807489142126,58.482143
1.5215168388522402,60.267857,1.5564601007772951,58.290813
1.513623482110549,60.73023,1.5449612797523031,60.20408
1.49998520345104,61.383926,1.5015034651269719,61.73469
1.5098132837791831,61.080994,1.5682391852748638,58.482143
1.5199058554610427,60.554844,1.4915519441877092,61.989796
1.5121387085136102,60.427296,1.5316275820440175,59.375
1.5366589858823894,59.933033,1.5340433145055965,59.94898
1.5304955377870677,59.42283,1.6346662312137836,57.844387
1.5145624699641247,60.31569,1.6029188535651382,56.95153
1.5079891414058453,60.9375,1.5760104510248925,56.058674
1.5074995695328226,60.65051,1.6034891167465521,55.48469
1.499090312086806,60.746174,1.5165617782242444,61.47959
1.5059045401154731,60.379463,1.513856817264946,60.20408
1.5190598976855376,59.99681,1.6358113142908837,50.95663
1.5130109999861037,60.794003,1.554303239802925,59.311222
1.5319219675599312,60.220024,1.5883991110081574,55.293365
1.5219330410568082,60.108418,1.6413632752944012,55.54847
1.5144444923011624,60.61862,1.6335066897528512,55.293365
1.5089076185713008,61.240433,1.6589589264928077,55.165813
1.5275652274793508,59.83737,1.55263081862002,57.589283
1.521826092685972,60.459183,1.6777768110742375,50.95663
1.5343467477633028,59.598213,1.557379379564402,57.07908
1.5365005597776296,59.42283,1.5668823889323644,55.80357
1.526065673146929,59.885204,1.5762963805879866,56.887753
1.5251886966277142,60.140305,1.552504614907868,57.07908
1.5298122538595784,60.23597,1.542747290766969,58.801018
1.5472946544082797,59.311222,1.5434334180792983,58.163265
1.5281847618064102,59.406887,1.513108744913218,61.288265
1.540522528546197,59.05612,1.5061905165107883,61.607143
1.5295726000046244,59.661987,1.6367247055987924,52.42347
1.5195427950547666,59.646046,1.8759103648516597,53.507652
1.5417893845207837,59.70982,1.5532474615135972,58.22704
1.5375350452199275,59.566326,1.740246398108346,47.57653
1.5126121980803353,61.240433,1.5135062495056464,60.841835
1.5276340744933303,59.741707,1.6076460200913099,59.311222
1.5131314591485627,60.602676,1.767360047418244,56.82398
1.5305942290899706,59.99681,1.9923483279286598,58.163265
1.5134531758269485,60.65051,1.5832878643152666,60.841835
1.5054580958522097,61.27232,1.7488248883461466,55.038265
1.5954243315725911,55.978954,1.6789535843596166,54.84694
1.5508521764862293,58.51403,1.6329142755391646,55.612244
1.5238225168111372,59.47066,1.6431236072462432,53.82653
1.5377767797635526,59.00829,1.5732902434407448,57.334183
1.5269417738427922,59.805485,1.72431594984872,51.339283
1.5249733620760393,59.13584,1.6618481363568987,50.70153
1.5533891405378069,58.30676,1.5689067913561452,57.52551
1.5361781965713113,59.646046,4.922048807144165,37.308674
1.5474371624236205,58.418365,1.5578366031452102,58.482143
1.6343296675049528,54.336735,1.7023569345474243,52.10459
1.6163634116552315,55.62819,1.7136739833014352,50.70153
1.513451416881717,60.41135,1.5051622439403922,60.522957
1.483546488139094,61.320152,1.4827309360309524,61.73469
1.465319781887288,61.87819,1.4628367059084835,62.18112
1.4493689415406208,62.946426,1.4421225664566975,62.372448
1.4418022559613597,62.643494,1.4338904911158037,62.244896
1.4333456724273914,63.552296,1.4641335643067652,62.372448
1.419668479233372,63.632015,1.423364288952886,62.436222
1.4229769159336478,63.663902,1.430529534816742,62.7551
1.4206150867501084,63.584183,1.422361675573855,63.265305
1.413516283643489,64.03061,1.4188177293660689,62.882652
1.4126590660640173,63.807396,1.409841650602769,63.90306
1.3968987550054277,64.1741,1.430655481863995,63.265305
1.3920027346027142,64.50893,1.394513869772152,63.90306
1.3816681939120194,64.748085,1.391116273646452,63.647957
1.393559676652052,63.998722,1.3847139283102385,64.54082
1.3844540763874442,65.11479,1.3939928424601653,64.28571
1.3808108434385182,64.87563,1.3929451704025269,63.77551
1.384150205218062,64.907524,1.40327872062216,63.010204
1.37853448123348,65.00319,1.4028178185832745,63.77551
1.3771602809429169,65.00319,1.3842881358399683,64.98724
1.377339602733145,64.98724,1.3882242027594118,64.28571
1.3759163459952997,64.907524,1.4049495118004935,63.839283
1.365647121959803,65.640945,1.4100668308686237,63.90306
1.3879280105537297,64.76403,1.3869879513370746,64.98724
1.379772536000427,65.29018,1.4037051760420507,64.41326
1.3904054773097136,64.81186,1.43094167903978,62.691326
1.4032077795388747,64.52487,1.40790114232472,64.28571
1.4093830926077706,63.807396,1.4215815359232378,64.158165
1.4050755093292313,64.11033,1.4131777846083349,63.584183
1.394226303210064,64.70026,1.3877114738736833,64.41326
1.3640994812761034,65.51339,1.3698124143542076,65.688774
1.3518403774621535,66.310585,1.3669411552195647,65.94388
1.33995513709224,66.86862,1.35958646511545,65.561226
1.3413682434023644,66.67729,1.3572618839692097,65.688774
1.335518598860624,66.96429,1.3635941695193856,65.369896
1.332816837697613,66.83673,1.358863418199578,65.688774
1.337527876605793,66.69324,1.361276086495847,65.30612
1.3332784893561382,66.7889,1.3506397568449682,66.07143
1.3282404794376723,67.21938,1.35986112818426,64.79591
1.3334884409393584,66.7889,1.3534986048328632,66.07143
